id,conversation_id,created_at,date,time,time_zone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweet_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,geo,source,rt_user_id,retweet_date,retweet_id
1306251778510458885,1306251778510458885,2020-09-16 15:21:07,2020-09-16,15:21:07,UTC,3269916540,Vipintomar9358,Vipin Tomar🇮🇳,"Uttar Pradesh, India",RT @arunbajpairajan: कैलाश हॉस्पिटल नोयडा मे पूरे परिवार सहित भर्ती विश्वकांत भारद्वाज 14 घण्टे बीत जाने के बाद भी किसी डॉक्टर का देखने ना…,['arunbajpairajan'],[],[],0,171,0,[],[],http://twitter.com/anyuser/status/1306251778510458885,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1525187353,Wed Sep 16 07:32:03 +0000 2020,1306133733720887296
1306251771199680512,1306251771199680512,2020-09-16 15:21:05,2020-09-16,15:21:05,UTC,1305336225486630913,kgurinder779,Kgurinder779,,"RT @Vishu181993484: हम जब भी बात करते है, मानवता की भलाई की तो @derasachasauda संस्था का नाम सबसे पहले लिया जाता है, जब बात COVID -19 की है…","['Vishu181993484', 'derasachasauda']",[],[],0,38,0,[],[],http://twitter.com/anyuser/status/1306251771199680512,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1283943613479579649,Wed Sep 16 01:51:20 +0000 2020,1306047991136968705
1306251748936282113,1306251748936282113,2020-09-16 15:21:00,2020-09-16,15:21:00,UTC,704864894,Anaseemhut,Ahmed Naseem,,"RT @nuzu8121: Efaisaa anburaa hoadhi vaahaka AG keevve nubunee!!
Raees fakeeru #Covid open budget dhineema mi meehun hadhaane ehcheh mi had…",['nuzu8121'],[],[],0,4,0,['Covid'],[],http://twitter.com/anyuser/status/1306251748936282113,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2460384476,Wed Sep 16 15:15:04 +0000 2020,1306250256527450112
1306251475295678465,1306251475295678465,2020-09-16 15:19:55,2020-09-16,15:19:55,UTC,1248797649899143168,shubh_sahani,बेरोजगार अभियंता शुभम साहनी🇮🇳(💯%fb)🇮🇳,"Uttar Pradesh, India","अंधभक्तों नाचो
 साहेब कितना कार्यालय बनाए है उसका डाटा रखे है और कोरोना से मरने वाले गरीबों, मजदूरों और किसानों का डाटा उनके पास नहीं है ।

वाह मोदी वाह ।
https://t.co/T2JAgFwCyG",[],"[{'url': 'https://t.co/T2JAgFwCyG', 'expanded_url': 'https://khabar.ndtv.com/news/india/no-data-of-healthcare-staff-died-of-covid-says-government-2295962/amp/1?akamai-rum=off&__twitter_impression=true', 'display_url': 'khabar.ndtv.com/news/india/no-…', 'indices': [155, 178]}]",[],0,0,0,[],[],http://twitter.com/anyuser/status/1306251475295678465,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306251355586097154,1306251355586097154,2020-09-16 15:19:26,2020-09-16,15:19:26,UTC,923216899541909504,Ram_Garg13,Ram Garg,"Robertsganj, India","RT @LambaAlka: मतलब मोदी सरकार #CoronaWarriors को लेकर ताली थाली तक ही सीमित थी.. 🇮🇳 🙏. 

सरकार के पास कोरोना से संक्रमित होने और जान गंवा…",['LambaAlka'],[],[],0,184,0,['CoronaWarriors'],[],http://twitter.com/anyuser/status/1306251355586097154,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",109930762,Wed Sep 16 02:22:58 +0000 2020,1306055951720488960
1306251228247072769,1306251228247072769,2020-09-16 15:18:56,2020-09-16,15:18:56,UTC,1469631464,etawahpolice,ETAWAH POLICE,Etawah,"RT @igrangekanpur: आई0जी0 कानपुर रेंज द्वारा जनपद कन्नौज भ्रमण दौरान पुलिस अधीक्षक कन्नौज, Add. SP एवं जनपद के समस्त क्षेत्राधिकारियों,SHO/…",['igrangekanpur'],[],[],0,6,0,[],[],http://twitter.com/anyuser/status/1306251228247072769,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1484707333,Wed Sep 16 14:54:57 +0000 2020,1306245192043966464
1306251198400540672,1306251198400540672,2020-09-16 15:18:49,2020-09-16,15:18:49,UTC,843862526458761217,Shubham_sk_,Shubham Chauhan🏌🏿‍♀️🇮🇳,"Surat Gujarat, India","RT @Rohit_chhabra_: समय का कोई भरोसा नहीं🙄🙄
होटल में जिस गरम पानी में
            नींबू निचोड़ कर हाथ धोया करते थे
आजकल सुबह शाम पी रहे हैं…",['Rohit_chhabra_'],[],[],0,63,0,[],[],http://twitter.com/anyuser/status/1306251198400540672,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",950554187284209665,Tue Sep 15 16:47:00 +0000 2020,1305911005038272513
1306251177969897473,1306251177969897473,2020-09-16 15:18:44,2020-09-16,15:18:44,UTC,1247546716372393987,aapkahari1,AapKaHari,"New Delhi, India",RT @vijaytaAAP: सरकार के पास कोरोना से संक्रमित होने और जान गंवाने वाले हेल्थ केयर स्टाफ का नहीं है डाटा - NDTV https://t.co/dMLS66ypeR,['vijaytaAAP'],"[{'url': 'https://t.co/dMLS66ypeR', 'expanded_url': 'https://khabar.ndtv.com/news/india/no-data-of-healthcare-staff-died-of-covid-says-government-2295962/amp/1', 'display_url': 'khabar.ndtv.com/news/india/no-…', 'indices': [112, 135]}]",[],0,4,0,[],[],http://twitter.com/anyuser/status/1306251177969897473,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1242780094306775041,Wed Sep 16 08:25:04 +0000 2020,1306147074065330176
1306251058176352257,1306251058176352257,2020-09-16 15:18:15,2020-09-16,15:18:15,UTC,3254658662,CSIR_CDRI,CSIR-CDRI,"Lucknow, Uttar Pradesh","RT @usm_1984: #कोविड19 के खिलाफ #एंटीबॉडी की जाँच के लिए @CSIR_CDRI
  कर रहा है #सीरोलॉजिकल परीक्षण 

@IndiaDST @VigyanPrasar @CSIR_IND 
 @…","['usm_1984', 'CSIR_CDRI', 'IndiaDST', 'VigyanPrasar', 'CSIR_IND']",[],[],0,2,0,"['कोविड19', 'एंटीबॉडी', 'सीरोलॉजिकल']",[],http://twitter.com/anyuser/status/1306251058176352257,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4816921435,Wed Sep 16 08:32:10 +0000 2020,1306148862826967040
1306251028250144769,1306251028250144769,2020-09-16 15:18:08,2020-09-16,15:18:08,UTC,980360379783176193,SajanKu0603,Sajan Kumar,Ireland,@Isha0429 @sardesairajdeep @UrmilaMatondkar @IndiaToday Madamji Kabhie  World ki ecomomy ki spelling toh padh liya hota...jab covid kam tha tab naka bandhi jab covid cases 1 lakh per day hain toh Baat toh banti hain...Ye sala Rahul Gandhi ko Desh chalana bhi nahi aata....Nehru  Covid Felake chale gaye...,"['Isha0429', 'sardesairajdeep', 'UrmilaMatondkar', 'IndiaToday']",[],[],0,0,0,[],[],http://twitter.com/anyuser/status/1306251028250144769,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,0
1306250872674902017,1306250872674902017,2020-09-16 15:17:31,2020-09-16,15:17:31,UTC,1274865447779721216,rajeshsingh217,संवाददाता वाराणसी,,"RT @adeshguptabjp: पिछले हफ्ते हल्का बुखार होने के बाद मैंने covid टेस्ट कराया था जिसकी रिपोर्ट negative थी, लगातार अस्वस्थ महसूस करने के…",['adeshguptabjp'],[],[],0,424,0,[],[],http://twitter.com/anyuser/status/1306250872674902017,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",804003606001106944,Wed Sep 16 06:08:12 +0000 2020,1306112631682392065
1306250850772217856,1306250850772217856,2020-09-16 15:17:26,2020-09-16,15:17:26,UTC,1262974903504027648,DrManjeet15,Dr.Manjeet,,"RT @Drsunilkumarc11: #उपेक्षित_आयुष_चिकित्सक

आयुष संविदा चिकित्सको ने covid 19 pandemic मे अपनी अहम भूमिका निभाई है इसके बावज़ूद राजस्थान…",['Drsunilkumarc11'],[],[],0,20,0,['उपेक्षित_आयुष_चिकित्सक'],[],http://twitter.com/anyuser/status/1306250850772217856,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1261692013625446401,Tue Sep 15 06:14:01 +0000 2020,1305751707054305280
1306250659029630976,1306250659029630976,2020-09-16 15:16:40,2020-09-16,15:16:40,UTC,813827817855193089,Ravishankarmar7,Ravishankar markande,,RT @amitjogi: #कोरोना_कैपिटल_रायपुर में #Covid_19 की R_O मतलब बेसिक रिप्रोडक्टिव रेट मात्र 7 दिनों में 0.7 से 7 पार कर चुकी है जो अपने आप…,['amitjogi'],[],[],0,9,0,"['कोरोना_कैपिटल_रायपुर', 'Covid_19']",[],http://twitter.com/anyuser/status/1306250659029630976,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",7990892,Wed Sep 16 04:22:04 +0000 2020,1306085922333753344
1306250599265005568,1306250599265005568,2020-09-16 15:16:26,2020-09-16,15:16:26,UTC,120007286,namitjain01555,Namit Jain,"Raipur, India","RT @lalluram_news: इस राज्य में 50 विधायक हो गए कोरोना से संक्रमित, नेताओं में कोरोना का खौफ #MadhyaPradesh #Bhopal #MP #MLA #ViralNews #po…",['lalluram_news'],[],[],0,1,0,"['MadhyaPradesh', 'Bhopal', 'MP', 'MLA', 'ViralNews']",[],http://twitter.com/anyuser/status/1306250599265005568,False, ,0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",853691878289448960,Wed Sep 16 15:15:16 +0000 2020,1306250306527739910
1306250350773501957,1306250350773501957,2020-09-16 15:15:27,2020-09-16,15:15:27,UTC,1289437404,143mukeshaol,MUKESH KUMAR,"Patna, Bihar","Palghar linching or jab log MH me covid se buri haalat thi ,SSR k justice liye or kangana ke sath jo hua uske liye kuch nh bolne wale achanak apne Bahar se hai se bahar kaise aa gye so strenge.
Ye log hamre dekh ka khate ot tukde tukde gang ka sath dete hai Shame on u.",[],[],[],0,0,0,[],[],http://twitter.com/anyuser/status/1306250350773501957,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306250145076396033,1306250145076396033,2020-09-16 15:14:38,2020-09-16,15:14:38,UTC,1284828871380971521,JyotiPa16729763,PsChYo🔥,1D,~ ye jawaani to covid mai he gaya,[],[],[],0,0,1,[],[],http://twitter.com/anyuser/status/1306250145076396033,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306249692326457344,1306249692326457344,2020-09-16 15:12:50,2020-09-16,15:12:50,UTC,821486408242200576,ask2guptaji,हर्षित गुप्ता रामदास (रामसिया का दास -रामदास),"Shahjahanpur, India",RT @SureshKKhanna: मा० मुख्यमंत्री श्री @myogiadityanath जी की अध्यक्षता में आयोजित #Covid_19 सम्बन्धी समितियों की दैनिक समीक्षा बैठक में…,"['SureshKKhanna', 'myogiadityanath']",[],[],0,12,0,['Covid_19'],[],http://twitter.com/anyuser/status/1306249692326457344,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",862219900563079168,Wed Sep 16 07:36:07 +0000 2020,1306134755763564544
1306249663020851200,1306249663020851200,2020-09-16 15:12:43,2020-09-16,15:12:43,UTC,1277991285706551298,rakesh64374847,rakesh,,"RT @adikush40: रिकॉर्ड बनते जा रहे हैं
 Covid-19 में भारत शीर्ष स्थान पर पहुंच रहा है,
बेरोजगारी में पाकिस्तान से होड़ में है,
GDP समुद्र…",['adikush40'],[],[],0,70,0,[],[],http://twitter.com/anyuser/status/1306249663020851200,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2962346082,Wed Sep 16 07:36:03 +0000 2020,1306134741108678656
1306248910264913920,1306248910264913920,2020-09-16 15:09:43,2020-09-16,15:09:43,UTC,2911614733,ANTIMA_BHARAT,ANTIMA SINGH,,"RT @ndtvindia: यूपी में बीमारी और अस्पतालों की असंवेदनशीलता से परेशान #Corona मरीज, DM से शिकायत करते हुए कहा, 'खाने-पीने तक की सुविधाएं न…",['ndtvindia'],[],[],0,141,0,['Corona'],[],http://twitter.com/anyuser/status/1306248910264913920,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",321271735,Wed Sep 16 06:28:18 +0000 2020,1306117689115471873
1306248468889923585,1306248468889923585,2020-09-16 15:07:58,2020-09-16,15:07:58,UTC,2532998138,sureshksharma07,suresh kumar sharma ,"New Delhi, India","RT @rameshbidhuri: मा॰प्रधानमन्त्री श्री@narendramodiजी के जन्मदिन पूर्व,भाजपा द्वारा #SewaSaptah के तीसरे दिन मदनगीर,अम्बेडकरनगर विधानसभा…","['rameshbidhuri', 'narendramodi']",[],[],0,31,0,['SewaSaptah'],[],http://twitter.com/anyuser/status/1306248468889923585,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1124361566,Wed Sep 16 10:50:25 +0000 2020,1306183655153430528
1306248381895901184,1306248381895901184,2020-09-16 15:07:37,2020-09-16,15:07:37,UTC,1297968425461886976,mayank_ms0106,Mayank Singh,,"जिस NEET परीक्षा का स्वप्न हमेशा से देखा था, उसका आयोजन @DrRPNishank व @DG_NTA के मार्गदर्शन में बीते 13 सितंबर को करवाया गया। मैंने परीक्षा दी ज़रूर, किंतु परीक्षा के बाद मुझे ज्ञात हुआ कि मैं Covid +ve व asymptomatic थी। चिकित्सक बन, देश की सेवा करना हमेशा से मेरा सपना रहा है।","['DrRPNishank', 'DG_NTA']",[],[],0,0,0,[],[],http://twitter.com/anyuser/status/1306248381895901184,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,0
1306248277155876864,1306248277155876864,2020-09-16 15:07:12,2020-09-16,15:07:12,UTC,828091050224914433,36gadhi,गुरतुर गोठ - छत्‍तीसगढ़ी,"Durg, Chhattisgarh, India","कांकेर, 16, सितम्‍बर 2020। डेडिकेटेड कोविड हास्पिटल अलबेलापारा कांकेर म डॉक्टर मन के टीम ह पहली पइत कोरोना प्रभावित महिला के सुरक्षित प्रसव कराए गीस, जच्चा-बच्चा दुनों स्वस्थ हे। कोरोना प्रभावित महिला के सफलतापूर्वक प्रसव कराए म जिला के कलेक्टर https://t.co/tcxrl94JmL https://t.co/Q8Pwn82UU7",[],"[{'url': 'https://t.co/tcxrl94JmL', 'expanded_url': 'https://hanka.gurturgoth.com/dedicated-covid-delivery-in-hospital-mother-child-both-healthy/', 'display_url': 'hanka.gurturgoth.com/dedicated-covi…', 'indices': [245, 268]}]",['https://pbs.twimg.com/media/EiC54q4XkAE5uZK.jpg'],0,0,0,[],[],http://twitter.com/anyuser/status/1306248277155876864,False, ,0,,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",,,0
1306248040081223680,1306248040081223680,2020-09-16 15:06:16,2020-09-16,15:06:16,UTC,1181826638566350848,Sherry93720386,Sherry,,@jang_akhbar Khabees ka baap COVID-19 me bhi abhi tk zinda tha 🤔😱,['jang_akhbar'],[],[],0,0,0,[],[],http://twitter.com/anyuser/status/1306248040081223680,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306247888456962049,1306247888456962049,2020-09-16 15:05:40,2020-09-16,15:05:40,UTC,169159994,iamsk2407,Shradhzz Kashyap,"Raipur, India",RT @TChhattisgarhi: Corona Vaccine Update : रूस की कोरोना वैक्सीन की 10 करोड़ डोज को भारत में बेचेगी Dr. Reddy's #COVID19 #Covid_19 #corona…,['TChhattisgarhi'],[],[],0,1,0,"['COVID19', 'Covid_19']",[],http://twitter.com/anyuser/status/1306247888456962049,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1291791864480165892,Wed Sep 16 12:26:24 +0000 2020,1306207808161865733
1306247859226906624,1306247859226906624,2020-09-16 15:05:33,2020-09-16,15:05:33,UTC,3221493768,Theedelinquent,"Johny, The Story King","Chandigarh, India","@accentonthee Vo patient toh abhi bhi theek nahi hua, Plasma bhi de diya.....2 din pehle phir Covid positive he aayi Report....",['accentonthee'],[],[],0,0,0,[],[],http://twitter.com/anyuser/status/1306247859226906624,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,0
1306247831561199616,1306247831561199616,2020-09-16 15:05:26,2020-09-16,15:05:26,UTC,169159994,iamsk2407,Shradhzz Kashyap,"Raipur, India",RT @TChhattisgarhi: Corona Update : छत्तीसगढ़ बीजेपी (Chhattisgarh BJP) की नामी आदिवासी नेत्री व केन्द्रीय राज्य मंत्री रेणुका सिंह (Renuka…,['TChhattisgarhi'],[],[],0,1,0,[],[],http://twitter.com/anyuser/status/1306247831561199616,False, ,0,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1291791864480165892,Wed Sep 16 05:53:30 +0000 2020,1306108931907805184
1306247800695390209,1306247800695390209,2020-09-16 15:05:19,2020-09-16,15:05:19,UTC,716008509758787584,jahulkhan14,Drx jahul khan,"Haryana, India","RT @Ravinde18449987: #PMModi_RozgarDo
हरियाणा स्टेट फार्मेसी कौंसिल में रजिस्ट्रार न होने के कारण पिछले एक साल से बंद है रजिस्ट्रेशन।
फा…",['Ravinde18449987'],[],[],0,3,0,['PMModi_RozgarDo'],[],http://twitter.com/anyuser/status/1306247800695390209,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1301381050166247424,Thu Sep 03 06:27:42 +0000 2020,1301406497184706561
1306247719548321796,1306247719548321796,2020-09-16 15:04:59,2020-09-16,15:04:59,UTC,844786023905185793,4vinz,Desai Vinubhai,"Rajkot, India","RT @digitalsbanners: लोकतन्त्र , जनता की , जनता द्वारा , जनता के लिये सरकार होती है  - International Democracy Day
.
.
.
.
.
.
.
.
.
.
#dem…",['digitalsbanners'],[],[],0,1,0,[],[],http://twitter.com/anyuser/status/1306247719548321796,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1298502600355192832,Tue Sep 15 05:32:12 +0000 2020,1305741184820805638
1306247682122547202,1306247682122547202,2020-09-16 15:04:50,2020-09-16,15:04:50,UTC,1103286721620439040,PushkarDurgapal,Pushkar Durgapal,,"RT @KupadhyayINC: कांग्रेस के वरिष्ठ नेता, मेरे मित्र व अनन्य सहयोगी पूर्व विधायक 
श्री #VikramSinghNegi जी के 
#Covid_19 से संक्रमित होने…",['KupadhyayINC'],[],[],0,7,0,"['VikramSinghNegi', 'Covid_19']",[],http://twitter.com/anyuser/status/1306247682122547202,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3188896453,Tue Sep 15 08:11:42 +0000 2020,1305781322825097216
1306247638493220864,1306247638493220864,2020-09-16 15:04:40,2020-09-16,15:04:40,UTC,1316138220,ccjsr47,रुद्र,"Jamshedpur, India","RT @JharkhandCMO: मुख्यमंत्री श्री @HemantSorenJMM
ने दुमका मेडिकल कॉलेज अस्पताल में #Covid_19 टेस्ट लैब का उद्घाटन किया। @DumkaDc @DCDumka…","['JharkhandCMO', 'HemantSorenJMM', 'DumkaDc', 'DCDumka']",[],[],0,63,0,['Covid_19'],[],http://twitter.com/anyuser/status/1306247638493220864,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",875581330037198848,Wed Sep 16 09:13:12 +0000 2020,1306159189207597056
1306247626950672385,1306247626950672385,2020-09-16 15:04:37,2020-09-16,15:04:37,UTC,1304988664074629125,DanChhoton,Chhoton Dan,,"RT @GautamGambhir: बात करते हैं साथ काम करने की लेकिन 2 महीने से तैयार ये COVID सेंटर सिर्फ इसलिए बंद है की वो हमने बनाया है! 

अब दिन में…",['GautamGambhir'],[],[],0,6843,0,[],[],http://twitter.com/anyuser/status/1306247626950672385,False, ,0,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",99448420,Sun Sep 13 08:19:32 +0000 2020,1305058518408466432
1306247550739996672,1306247550739996672,2020-09-16 15:04:19,2020-09-16,15:04:19,UTC,120007286,namitjain01555,Namit Jain,"Raipur, India","RT @lalluram_news: #BREAKING :राज्य सरकार ने कोविड19 टेस्ट के लिए दर किया निर्धारित, इससे ज्यादा रकम नहीं ले पाएंगे निजी अस्पताल और पैथोलॉ…",['lalluram_news'],[],[],0,1,0,['BREAKING'],[],http://twitter.com/anyuser/status/1306247550739996672,False, ,0,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",853691878289448960,Wed Sep 16 14:00:30 +0000 2020,1306231488568987649
